timestamp, IGNORE, OPEN, HIGH, LOW, CLOSE, IGNORE, VOL
2018-08-25 05-PM,BTCUSD,6712.2,6734.1,6702,6723.4,74.88,503389.14
2018-08-25 04-PM,BTCUSD,6743.2,6743.2,6699.2,6712.2,46.63,312996.02
2018-08-25 03-PM,BTCUSD,6726.3,6755.2,6719.8,6743.2,105.41,710569.89
2018-08-25 02-PM,BTCUSD,6701.5,6741,6689.3,6726.3,91.17,612062.23
2018-08-25 01-PM,BTCUSD,6696.4,6705.8,6680,6701.5,29.16,195000.23
2018-08-25 12-PM,BTCUSD,6707,6725.2,6670.6,6696.4,84.83,568220.19
2018-08-25 11-AM,BTCUSD,6708.1,6720.1,6695.4,6707,37.99,254911.64
2018-08-25 10-AM,BTCUSD,6691,6714.8,6691,6708.1,37.66,252417.36
2018-08-25 09-AM,BTCUSD,6708.8,6750,6691,6691,88.78,596891.65
2018-08-25 08-AM,BTCUSD,6678.5,6741.1,6678.3,6708.8,177.03,1187694.37
2018-08-25 07-AM,BTCUSD,6681.6,6688,6660.6,6678.5,76.07,507738.63
2018-08-25 06-AM,BTCUSD,6729.9,6729.9,6664.6,6681.6,95.13,636901.12
2018-08-25 05-AM,BTCUSD,6736.7,6747.2,6717.2,6729.9,46.29,311550.15
2018-08-25 04-AM,BTCUSD,6729,6736.7,6701.2,6736.7,120.9,811748.45
2018-08-25 03-AM,BTCUSD,6763.7,6780.7,6728.2,6729,100.16,676408.74
2018-08-25 02-AM,BTCUSD,6731.5,6795,6731.4,6763.7,162.32,1098276.87
2018-08-25 01-AM,BTCUSD,6724.1,6738.5,6701.3,6731.5,93.09,625420.61
2018-08-25 12-AM,BTCUSD,6693.3,6756,6692.9,6724.1,329.01,2216684.05
2018-08-24 11-PM,BTCUSD,6687.8,6748,6675,6693.3,182.86,1228618.8
2018-08-24 10-PM,BTCUSD,6680.9,6720.5,6665,6687.8,201.73,1351330.33
2018-08-24 09-PM,BTCUSD,6611.4,6716.4,6605,6680.9,453.23,3027253.79
2018-08-24 08-PM,BTCUSD,6616.2,6634.7,6600.1,6611.4,78.29,517749.97
2018-08-24 07-PM,BTCUSD,6642,6642,6599,6616.2,80.4,531832.79
2018-08-24 06-PM,BTCUSD,6583.2,6644,6577.1,6642,181.63,1200929.91
2018-08-24 05-PM,BTCUSD,6549.9,6625,6545.6,6583.2,406.04,2675574.8
2018-08-24 04-PM,BTCUSD,6503.6,6549.9,6500.6,6549.9,138.88,906612.52
2018-08-24 03-PM,BTCUSD,6510,6517.5,6486.5,6503.6,84.52,549470.95
2018-08-24 02-PM,BTCUSD,6538.7,6539.9,6451.1,6510,136.35,885480.85
2018-08-24 01-PM,BTCUSD,6548.7,6563.6,6520.1,6538.7,52.86,345610.54
2018-08-24 12-PM,BTCUSD,6534.7,6558.3,6512.9,6548.7,94.5,617559.93
2018-08-24 11-AM,BTCUSD,6539.9,6576.9,6530.6,6534.7,150.03,983265.33
2018-08-24 10-AM,BTCUSD,6525,6549.9,6524.9,6539.9,48.52,317030.86
2018-08-24 09-AM,BTCUSD,6518.8,6532,6514.3,6525,37.82,246628.37
2018-08-24 08-AM,BTCUSD,6530.2,6532,6500,6518.8,95.37,621492.32
2018-08-24 07-AM,BTCUSD,6514.1,6550.9,6514.1,6530.2,155.86,1018834.17
2018-08-24 06-AM,BTCUSD,6523,6524.9,6485.9,6514.1,119.74,778206.51
2018-08-24 05-AM,BTCUSD,6505,6523,6498.8,6523,25.56,166354.82
2018-08-24 04-AM,BTCUSD,6494.8,6505,6475.2,6505,51.76,336149.97
2018-08-24 03-AM,BTCUSD,6508,6511.2,6485,6494.8,65.41,425278.93
2018-08-24 02-AM,BTCUSD,6499,6518,6492,6508,60.73,395250.61
2018-08-24 01-AM,BTCUSD,6479.4,6500.1,6479.4,6499,71.44,463904.73
2018-08-24 12-AM,BTCUSD,6527.2,6538.3,6472.1,6479.4,139.57,909185.63
2018-08-23 11-PM,BTCUSD,6505,6531.9,6490,6527.2,84.37,549362.44
2018-08-23 10-PM,BTCUSD,6480,6578.2,6478,6505,398.6,2597580.04
2018-08-23 09-PM,BTCUSD,6422,6481.1,6420.8,6480,151.82,981719.63
2018-08-23 08-PM,BTCUSD,6421.7,6434.3,6408.1,6422,109.94,706109.83
2018-08-23 07-PM,BTCUSD,6445.5,6457,6355,6421.7,274.78,1761627.91
2018-08-23 06-PM,BTCUSD,6451.5,6463.9,6440,6445.5,68.95,444533.67
2018-08-23 05-PM,BTCUSD,6454.7,6478,6424.3,6451.5,262.15,1691549.88
2018-08-23 04-PM,BTCUSD,6444.5,6483.6,6437.1,6454.7,144.88,936895.91
2018-08-23 03-PM,BTCUSD,6445,6458.4,6433,6444.5,135.96,876178.53
2018-08-23 02-PM,BTCUSD,6429.9,6493.7,6424.9,6445,335.82,2170063.24
2018-08-23 01-PM,BTCUSD,6434.7,6435,6413.2,6429.9,82.02,526776.76
2018-08-23 12-PM,BTCUSD,6409.9,6440,6392.7,6434.7,108.62,696941.55
2018-08-23 11-AM,BTCUSD,6429.3,6432.2,6390,6409.9,76.08,487811.93
2018-08-23 10-AM,BTCUSD,6410,6440.6,6409.6,6429.3,142.71,917660.21
2018-08-23 09-AM,BTCUSD,6430.5,6439,6390.5,6410,75.93,486842.17
2018-08-23 08-AM,BTCUSD,6440,6446.5,6426.9,6430.5,23.41,150576.7
2018-08-23 07-AM,BTCUSD,6430.7,6440,6415.4,6440,46.29,297636.91
2018-08-23 06-AM,BTCUSD,6425.2,6446.4,6414.5,6430.7,63.76,410189.01
2018-08-23 05-AM,BTCUSD,6390,6449.9,6385,6425.2,190.47,1223607.29
2018-08-23 04-AM,BTCUSD,6407,6407,6385.6,6390,32.52,207971.48
2018-08-23 03-AM,BTCUSD,6410.2,6416.5,6360.4,6407,65.67,419701.33
2018-08-23 02-AM,BTCUSD,6408.9,6440,6408.3,6410.2,264.21,1697929.57
2018-08-23 01-AM,BTCUSD,6424,6424,6401.7,6408.9,109.02,698935.0
2018-08-23 12-AM,BTCUSD,6359.8,6435.6,6329.2,6424,182.74,1167702.57
2018-08-22 11-PM,BTCUSD,6351.4,6399.8,6330,6359.8,134.15,854280.58
2018-08-22 10-PM,BTCUSD,6370.2,6479.4,6210,6351.4,994.62,6301162.0
2018-08-22 09-PM,BTCUSD,6344.2,6390,6298.9,6370.2,167.4,1064119.57
2018-08-22 08-PM,BTCUSD,6432.8,6432.8,6275.3,6344.2,673.83,4270811.03
2018-08-22 07-PM,BTCUSD,6409.7,6440.7,6409.7,6432.8,90.01,578092.14
2018-08-22 06-PM,BTCUSD,6445,6445,6409.6,6409.7,124.65,802395.81
2018-08-22 05-PM,BTCUSD,6428.2,6450,6415.7,6445,84.06,540894.79
2018-08-22 04-PM,BTCUSD,6431.8,6465,6382,6428.2,640.06,4110925.58
2018-08-22 03-PM,BTCUSD,6652.4,6670,6412.1,6431.8,624.33,4086853.51
2018-08-22 02-PM,BTCUSD,6676.1,6676.1,6638.7,6652.4,79.8,531091.19
2018-08-22 01-PM,BTCUSD,6668.1,6677.9,6655.1,6676.1,58.37,388966.53
2018-08-22 12-PM,BTCUSD,6664.9,6691.5,6659.9,6668.1,57.15,381555.5
2018-08-22 11-AM,BTCUSD,6661.9,6665.1,6635.1,6664.9,95.36,634091.21
2018-08-22 10-AM,BTCUSD,6672,6686.8,6660.5,6661.9,42.71,285119.86
2018-08-22 09-AM,BTCUSD,6678,6699.9,6670.1,6672,55.6,371725.34
2018-08-22 08-AM,BTCUSD,6652.5,6692.3,6643.3,6678,143.7,957199.64
2018-08-22 07-AM,BTCUSD,6684.5,6693.6,6633.9,6652.5,151.62,1009850.01
2018-08-22 06-AM,BTCUSD,6678.8,6699.9,6666,6684.5,121.03,809375.43
2018-08-22 05-AM,BTCUSD,6717,6733.4,6666,6678.8,147.54,987478.56
2018-08-22 04-AM,BTCUSD,6732.3,6763.9,6714.4,6717,191.82,1293082.97
2018-08-22 03-AM,BTCUSD,6724.9,6741.5,6701.7,6732.3,111.41,748564.54
2018-08-22 02-AM,BTCUSD,6813.2,6916.5,6682.3,6724.9,1148.14,7779691.2
2018-08-22 01-AM,BTCUSD,6466.1,6850,6466,6813.2,2170.82,14560760.7
2018-08-22 12-AM,BTCUSD,6475.5,6478.7,6435.7,6466.1,98.56,636315.44
2018-08-21 11-PM,BTCUSD,6468.7,6490.1,6443.9,6475.5,168.57,1089903.99
2018-08-21 10-PM,BTCUSD,6456,6474.9,6443.3,6468.7,67.9,438764.86
2018-08-21 09-PM,BTCUSD,6446.6,6500,6446.6,6456,211.84,1371914.84
2018-08-21 08-PM,BTCUSD,6436.6,6456.1,6401.1,6446.6,130.07,835471.59
2018-08-21 07-PM,BTCUSD,6449.1,6461.8,6425.5,6436.6,64.79,417869.48
2018-08-21 06-PM,BTCUSD,6422,6450,6401.3,6449.1,69.11,444171.8
2018-08-21 05-PM,BTCUSD,6439.6,6450.3,6400,6422,95.14,611330.4
2018-08-21 04-PM,BTCUSD,6418.4,6455,6371.1,6439.6,201.45,1290644.2
2018-08-21 03-PM,BTCUSD,6429.7,6429.7,6393.5,6418.4,72.21,463016.79
2018-08-21 02-PM,BTCUSD,6401.2,6441.4,6390,6429.7,129.13,827544.8
2018-08-21 01-PM,BTCUSD,6434.4,6434.4,6380.9,6401.2,115.78,742386.64
2018-08-21 12-PM,BTCUSD,6433.7,6444,6414.3,6434.4,107.13,689105.53
2018-08-21 11-AM,BTCUSD,6451.1,6451.1,6430.1,6433.7,33.59,216329.39
2018-08-21 10-AM,BTCUSD,6432.2,6457.9,6405.5,6451.1,80.91,520245.47
2018-08-21 09-AM,BTCUSD,6474.3,6486.2,6431.1,6432.2,66.96,431527.8
2018-08-21 08-AM,BTCUSD,6397.1,6486.6,6397.1,6474.3,397.22,2564671.87
2018-08-21 07-AM,BTCUSD,6385.3,6429.7,6377.4,6397.1,179.01,1146332.75
2018-08-21 06-AM,BTCUSD,6319,6394.7,6319,6385.3,338.73,2154999.06
2018-08-21 05-AM,BTCUSD,6298.7,6329.2,6298.1,6319,38.35,242135.12
2018-08-21 04-AM,BTCUSD,6305,6310,6271.9,6298.7,109.73,691371.23
2018-08-21 03-AM,BTCUSD,6310,6316,6255,6305,101.22,636207.57
2018-08-21 02-AM,BTCUSD,6308.2,6320.9,6286.4,6310,51.93,327458.31
2018-08-21 01-AM,BTCUSD,6314.7,6335.9,6294.9,6308.2,141.2,891973.42
2018-08-21 12-AM,BTCUSD,6257.2,6329.9,6241.4,6314.7,209.64,1319410.78
2018-08-20 11-PM,BTCUSD,6301.1,6301.1,6224,6257.2,372.6,2332921.23
2018-08-20 10-PM,BTCUSD,6411.7,6421.2,6224.1,6301.1,1591.56,10044539.29
2018-08-20 09-PM,BTCUSD,6455.2,6455.2,6410,6411.7,74.5,478799.59
2018-08-20 08-PM,BTCUSD,6442,6466.2,6422.1,6455.2,54.48,351364.41
2018-08-20 07-PM,BTCUSD,6466.5,6484.3,6436,6442,86.68,559794.45
2018-08-20 06-PM,BTCUSD,6468.7,6485.8,6452,6466.5,66.2,428087.11
2018-08-20 05-PM,BTCUSD,6475.9,6481,6429.5,6468.7,111.58,720447.3
2018-08-20 04-PM,BTCUSD,6428.6,6504.8,6419.9,6475.9,82.09,530559.65
2018-08-20 03-PM,BTCUSD,6450.8,6472,6425.7,6428.6,89.07,574008.39
2018-08-20 02-PM,BTCUSD,6429.8,6465.8,6420.9,6450.8,73.14,471401.1
2018-08-20 01-PM,BTCUSD,6454,6454,6400,6429.8,72.46,465241.71
2018-08-20 12-PM,BTCUSD,6448.7,6473.1,6432.9,6454,89.22,575795.76
2018-08-20 11-AM,BTCUSD,6416.4,6460,6414.3,6448.7,53.51,344492.78
2018-08-20 10-AM,BTCUSD,6420.4,6421.5,6378.9,6416.4,82.87,530067.52
2018-08-20 09-AM,BTCUSD,6448.3,6448.3,6383.8,6420.4,175.79,1126031.53
2018-08-20 08-AM,BTCUSD,6460,6470.4,6433.9,6448.3,67.28,433614.75
2018-08-20 07-AM,BTCUSD,6438.3,6465,6432.4,6460,117.72,759770.57
2018-08-20 06-AM,BTCUSD,6465.3,6483,6429.8,6438.3,72.94,471120.79
2018-08-20 05-AM,BTCUSD,6450.1,6476.5,6450,6465.3,33.96,219565.04
2018-08-20 04-AM,BTCUSD,6493,6493.2,6449.6,6450.1,84.92,549323.55
2018-08-20 03-AM,BTCUSD,6516.5,6516.5,6484.5,6493,99.38,646774.53
2018-08-20 02-AM,BTCUSD,6513.8,6520,6492.9,6516.5,110.65,720610.83
2018-08-20 01-AM,BTCUSD,6501.2,6520,6484.5,6513.8,53.26,346355.98
2018-08-20 12-AM,BTCUSD,6475.1,6509.6,6475,6501.2,71.49,464201.17
2018-08-19 11-PM,BTCUSD,6515.9,6515.9,6475.1,6475.1,60.04,389195.27
2018-08-19 10-PM,BTCUSD,6494.7,6515.9,6479.1,6515.9,57.72,375091.68
2018-08-19 09-PM,BTCUSD,6530.5,6546.9,6480.9,6494.7,197.86,1288463.55
2018-08-19 08-PM,BTCUSD,6383.5,6543,6369.5,6530.5,284.33,1840244.55
2018-08-19 07-PM,BTCUSD,6372.2,6386.2,6357.8,6383.5,34.08,217504.02
2018-08-19 06-PM,BTCUSD,6353.2,6384.7,6337.6,6372.2,55.37,351827.89
2018-08-19 05-PM,BTCUSD,6376,6390,6333.1,6353.2,73.8,469369.62
2018-08-19 04-PM,BTCUSD,6395.5,6408.9,6357.8,6376,79.13,504787.0
2018-08-19 03-PM,BTCUSD,6421.4,6428.6,6377,6395.5,50.71,324312.17
2018-08-19 02-PM,BTCUSD,6458.9,6466.2,6420.4,6421.4,77.71,501391.69
2018-08-19 01-PM,BTCUSD,6422.2,6459,6416.4,6458.9,118.39,762287.82
2018-08-19 12-PM,BTCUSD,6424,6430,6403.2,6422.2,31.48,201934.36
2018-08-19 11-AM,BTCUSD,6379.3,6458.4,6379.3,6424,110.08,707208.31
2018-08-19 10-AM,BTCUSD,6356.4,6386.1,6354.3,6379.3,29.36,187134.21
2018-08-19 09-AM,BTCUSD,6367.8,6412.1,6354.6,6356.4,48.13,307327.11
2018-08-19 08-AM,BTCUSD,6361.2,6372.2,6340,6367.8,54.27,344996.48
2018-08-19 07-AM,BTCUSD,6362.3,6377.7,6351.1,6361.2,18.33,116556.55
2018-08-19 06-AM,BTCUSD,6379,6397.5,6356.6,6362.3,32.59,207754.69
2018-08-19 05-AM,BTCUSD,6370,6398.7,6356.1,6379,50.74,324075.04
2018-08-19 04-AM,BTCUSD,6340,6370,6335,6370,11.86,75254.58
2018-08-19 03-AM,BTCUSD,6368.8,6368.9,6317.2,6340,34.0,215533.23
2018-08-19 02-AM,BTCUSD,6350.5,6374.4,6337.5,6368.8,52.94,336179.78
2018-08-19 01-AM,BTCUSD,6370.5,6412,6347.9,6350.5,75.14,479369.04
2018-08-19 12-AM,BTCUSD,6400,6400.9,6345.2,6370.5,83.73,533316.81
2018-08-18 11-PM,BTCUSD,6401.3,6418.2,6390,6400,28.47,182390.85
2018-08-18 10-PM,BTCUSD,6400,6443.5,6391.7,6401.3,145.23,931955.54
2018-08-18 09-PM,BTCUSD,6354.7,6406.1,6353.1,6400,102.53,655265.32
2018-08-18 08-PM,BTCUSD,6366.9,6366.9,6334.7,6354.7,69.51,441236.35
2018-08-18 07-PM,BTCUSD,6367,6376.8,6343.1,6366.9,48.8,310396.8
2018-08-18 06-PM,BTCUSD,6343.6,6375,6331.9,6367,118.08,750653.78
2018-08-18 05-PM,BTCUSD,6344,6350,6309.9,6343.6,80.97,512144.35
2018-08-18 04-PM,BTCUSD,6354,6354,6301.6,6344,145.72,922734.85
2018-08-18 03-PM,BTCUSD,6338.2,6360,6311.1,6354,179.22,1136371.37
2018-08-18 02-PM,BTCUSD,6339.6,6384.7,6338.1,6338.2,108.17,688288.05
2018-08-18 01-PM,BTCUSD,6476,6476,6321.7,6339.6,559.04,3564674.65
2018-08-18 12-PM,BTCUSD,6507.2,6525.2,6464.7,6476,72.32,470437.41
2018-08-18 11-AM,BTCUSD,6511,6536.7,6489.8,6507.2,52.14,339878.48
2018-08-18 10-AM,BTCUSD,6492.2,6521,6492.2,6511,65.0,423154.05
2018-08-18 09-AM,BTCUSD,6492.9,6509.8,6489.7,6492.2,100.07,650453.24
2018-08-18 08-AM,BTCUSD,6469.9,6500,6467.6,6492.9,33.48,217106.2
2018-08-18 07-AM,BTCUSD,6472.8,6491.6,6442.1,6469.9,108.84,702986.03
2018-08-18 06-AM,BTCUSD,6508,6524.1,6461.2,6472.8,127.13,825529.28
2018-08-18 05-AM,BTCUSD,6514.9,6524.5,6480.3,6508,74.35,483564.21
2018-08-18 04-AM,BTCUSD,6517,6542.4,6511.3,6514.9,62.98,411165.74
2018-08-18 03-AM,BTCUSD,6501.6,6525,6454.1,6517,205.76,1336216.53
2018-08-18 02-AM,BTCUSD,6521.3,6559.6,6499.5,6501.6,97.05,634642.36
2018-08-18 01-AM,BTCUSD,6600,6615.8,6509.4,6521.3,269.03,1762213.87
2018-08-18 12-AM,BTCUSD,6589.2,6613.4,6545.6,6600,275.37,1812047.37
2018-08-17 11-PM,BTCUSD,6564.5,6596.7,6526.4,6589.2,237.12,1556324.87
2018-08-17 10-PM,BTCUSD,6522.8,6568.9,6491.5,6564.5,232.17,1518542.96
2018-08-17 09-PM,BTCUSD,6479.8,6525,6475.6,6522.8,121.37,789033.51
2018-08-17 08-PM,BTCUSD,6502.3,6502.3,6446.7,6479.8,154.04,996044.48
2018-08-17 07-PM,BTCUSD,6514.2,6514.2,6475.1,6502.3,91.62,595598.92
2018-08-17 06-PM,BTCUSD,6512,6519.6,6467.2,6514.2,112.12,727651.87
2018-08-17 05-PM,BTCUSD,6495.4,6568.9,6495.4,6512,244.28,1595628.53
2018-08-17 04-PM,BTCUSD,6479.1,6539.9,6461,6495.4,126.14,819171.78
2018-08-17 03-PM,BTCUSD,6465.7,6507.9,6465.7,6479.1,76.69,497093.68
2018-08-17 02-PM,BTCUSD,6472.2,6485,6434.5,6465.7,83.24,538442.19
2018-08-17 01-PM,BTCUSD,6471.4,6529.9,6460.1,6472.2,190.55,1239577.62
2018-08-17 12-PM,BTCUSD,6458.1,6488.7,6446.6,6471.4,86.56,559575.56
2018-08-17 11-AM,BTCUSD,6427.3,6480.8,6426.1,6458.1,71.2,460435.86
2018-08-17 10-AM,BTCUSD,6492.5,6548.9,6405,6427.3,326.97,2113755.55
2018-08-17 09-AM,BTCUSD,6463.5,6499.9,6460.2,6492.5,64.29,416735.83
2018-08-17 08-AM,BTCUSD,6489,6489,6445.4,6463.5,103.89,672172.16
2018-08-17 07-AM,BTCUSD,6504.7,6537,6453.5,6489,211.88,1376114.85
2018-08-17 06-AM,BTCUSD,6444.3,6504.7,6415,6504.7,106.99,691442.81
2018-08-17 05-AM,BTCUSD,6463.3,6488,6415,6444.3,126.93,818799.86
2018-08-17 04-AM,BTCUSD,6422.6,6554.3,6417.5,6463.3,427.17,2772011.17
2018-08-17 03-AM,BTCUSD,6408,6435.9,6395.1,6422.6,113.52,728381.37
2018-08-17 02-AM,BTCUSD,6335,6435,6334.6,6408,220.17,1409732.9
2018-08-17 01-AM,BTCUSD,6338.5,6370.6,6328.4,6335,114.77,729454.27
2018-08-17 12-AM,BTCUSD,6316,6340,6289.1,6338.5,168.45,1064306.71
2018-08-16 11-PM,BTCUSD,6278.6,6316.4,6262.6,6316,85.34,536310.4
2018-08-16 10-PM,BTCUSD,6280,6300.3,6266,6278.6,54.27,341131.19
2018-08-16 09-PM,BTCUSD,6255,6302.3,6231.1,6280,245.06,1534530.2
2018-08-16 08-PM,BTCUSD,6416,6416,6250,6255,368.48,2329892.05
2018-08-16 07-PM,BTCUSD,6420.7,6448.3,6396.4,6416,87.44,560879.91
2018-08-16 06-PM,BTCUSD,6412.6,6421,6379.5,6420.7,110.62,708012.68
2018-08-16 05-PM,BTCUSD,6395.4,6472.2,6380.9,6412.6,192.08,1233319.29
2018-08-16 04-PM,BTCUSD,6405,6428.7,6374.6,6395.4,262.28,1678073.07
2018-08-16 03-PM,BTCUSD,6327.4,6435.4,6299.3,6405,413.85,2642520.21
2018-08-16 02-PM,BTCUSD,6356.4,6365.4,6326.9,6327.4,120.01,761532.1
2018-08-16 01-PM,BTCUSD,6320,6356.4,6278.7,6356.4,263.84,1668207.51
2018-08-16 12-PM,BTCUSD,6436,6491.8,6280.8,6320,509.97,3239868.4
2018-08-16 11-AM,BTCUSD,6452.2,6452.2,6409.4,6436,82.61,531227.63
2018-08-16 10-AM,BTCUSD,6391.7,6479,6388.5,6452.2,182.22,1173422.63
2018-08-16 09-AM,BTCUSD,6397,6419.9,6376.3,6391.7,121.81,779908.54
2018-08-16 08-AM,BTCUSD,6377.8,6426.7,6375.3,6397,135.19,865553.58
2018-08-16 07-AM,BTCUSD,6301,6431.7,6301,6377.8,406.81,2595880.58
2018-08-16 06-AM,BTCUSD,6289.4,6311.3,6275,6301,69.05,434520.86
2018-08-16 05-AM,BTCUSD,6307.7,6318.5,6275.2,6289.4,117.63,740972.52
2018-08-16 04-AM,BTCUSD,6267.3,6340,6256.8,6307.7,118.29,746626.46
2018-08-16 03-AM,BTCUSD,6294.3,6349.7,6267.3,6267.3,191.24,1207175.22
2018-08-16 02-AM,BTCUSD,6273.5,6299.8,6258.2,6294.3,71.32,448019.24
2018-08-16 01-AM,BTCUSD,6301.6,6303.4,6247.4,6273.5,162.65,1020915.59
2018-08-16 12-AM,BTCUSD,6269.5,6333.8,6213,6301.6,388.14,2436263.06
2018-08-15 11-PM,BTCUSD,6339.8,6346.7,6221.6,6269.5,490.1,3073704.51
2018-08-15 10-PM,BTCUSD,6402.7,6454.8,6339.8,6339.8,255.32,1632463.91
2018-08-15 09-PM,BTCUSD,6370,6440.4,6334.9,6402.7,190.96,1222195.52
2018-08-15 08-PM,BTCUSD,6379.9,6381.2,6290,6370,692.34,4393035.53
2018-08-15 07-PM,BTCUSD,6531.7,6544.9,6337.3,6379.9,685.02,4419668.28
2018-08-15 06-PM,BTCUSD,6567.5,6589.5,6519,6531.7,264.49,1732935.87
2018-08-15 05-PM,BTCUSD,6589.9,6596.8,6537.6,6567.5,269.17,1766130.11
2018-08-15 04-PM,BTCUSD,6445.6,6649,6437.4,6589.9,1177.49,7730329.81
2018-08-15 03-PM,BTCUSD,6409.7,6494.9,6400.5,6445.6,523.96,3380676.89
2018-08-15 02-PM,BTCUSD,6344.9,6409.7,6330.2,6409.7,187.98,1195791.63
2018-08-15 01-PM,BTCUSD,6388.5,6407.4,6332.9,6344.9,246.74,1573505.71
2018-08-15 12-PM,BTCUSD,6354.1,6408,6325.7,6388.5,192.72,1227781.7
2018-08-15 11-AM,BTCUSD,6295,6362.8,6295,6354.1,147.45,933371.05
2018-08-15 10-AM,BTCUSD,6376.2,6390,6288,6295,173.28,1097257.14
2018-08-15 09-AM,BTCUSD,6440.3,6441.9,6321.8,6376.2,318.93,2030822.85
2018-08-15 08-AM,BTCUSD,6411.6,6470,6398.4,6440.3,310.72,1999505.47
2018-08-15 07-AM,BTCUSD,6324,6485.7,6321.9,6411.6,448.83,2875819.83
2018-08-15 06-AM,BTCUSD,6304.4,6327,6295.9,6324,111.33,702370.77
2018-08-15 05-AM,BTCUSD,6331.4,6345.2,6302,6304.4,89.39,564184.8
2018-08-15 04-AM,BTCUSD,6303.1,6374.9,6281.7,6331.4,241.57,1529127.19
2018-08-15 03-AM,BTCUSD,6262.1,6322.7,6219.6,6303.1,223.68,1401285.0
2018-08-15 02-AM,BTCUSD,6219.7,6293.4,6210,6262.1,265.39,1662556.71
2018-08-15 01-AM,BTCUSD,6214.9,6235.9,6197,6219.7,115.68,719191.93
2018-08-15 12-AM,BTCUSD,6196.8,6282.5,6186,6214.9,448.21,2787721.06
2018-08-14 11-PM,BTCUSD,6138,6789.8,6111,6196.8,1642.4,10334318.39
2018-08-14 10-PM,BTCUSD,6100.1,6167.5,6071,6138,271.41,1665219.57
2018-08-14 09-PM,BTCUSD,6071.9,6131.9,6069.5,6100.1,142.21,868092.22
2018-08-14 08-PM,BTCUSD,6092,6098.2,6058.7,6071.9,137.37,834528.3
2018-08-14 07-PM,BTCUSD,6045.9,6197,6045.9,6092,711.29,4351516.79
2018-08-14 06-PM,BTCUSD,6031.7,6060.1,6015.7,6045.9,101.9,615188.45
2018-08-14 05-PM,BTCUSD,6027.8,6087,6016.8,6031.7,177.65,1076142.65
2018-08-14 04-PM,BTCUSD,6031.6,6031.6,5983.2,6027.8,176.18,1059058.35
2018-08-14 03-PM,BTCUSD,6034.4,6068.5,5976,6031.6,482.52,2908980.43
2018-08-14 02-PM,BTCUSD,6129.6,6133.8,6015.2,6034.4,369.15,2243243.02
2018-08-14 01-PM,BTCUSD,6098.2,6172.8,6090.6,6129.6,302.31,1853290.5
2018-08-14 12-PM,BTCUSD,5996.3,6223.2,5988,6098.2,519.16,3164362.87
2018-08-14 11-AM,BTCUSD,6019.9,6032.7,5961,5996.3,212.42,1274511.58
2018-08-14 10-AM,BTCUSD,6047.8,6073.9,6003.7,6019.9,115.28,696429.39
2018-08-14 09-AM,BTCUSD,6026.1,6058.7,6002.1,6047.8,142.19,857136.0
2018-08-14 08-AM,BTCUSD,6036.4,6046.2,6000.8,6026.1,159.67,961780.96
2018-08-14 07-AM,BTCUSD,5977.4,6070,5955.7,6036.4,388.63,2334506.29
2018-08-14 06-AM,BTCUSD,5982.2,5990.6,5950,5977.4,405.05,2419593.69
2018-08-14 05-AM,BTCUSD,5997,5997,5980,5982.2,134.91,807892.58
2018-08-14 04-AM,BTCUSD,5984.3,6038.3,5962.8,5997,401.57,2409238.07
2018-08-14 03-AM,BTCUSD,5940.3,6000,5900,5984.3,456.87,2718887.04
2018-08-14 02-AM,BTCUSD,6019.2,6024,5890,5940.3,1547.8,9229135.01
2018-08-14 01-AM,BTCUSD,6219,6230,6000,6019.2,990.41,6043214.59
2018-08-14 12-AM,BTCUSD,6250,6253.3,6182.7,6219,258.96,1610988.47
2018-08-13 11-PM,BTCUSD,6253,6289.8,6250,6250,72.9,456800.06
2018-08-13 10-PM,BTCUSD,6239.3,6270,6210,6253,131.48,820883.14
2018-08-13 09-PM,BTCUSD,6275,6275.6,6236,6239.3,91.01,569736.5
2018-08-13 08-PM,BTCUSD,6235.5,6296,6220,6275,293.25,1838735.93
2018-08-13 07-PM,BTCUSD,6238.1,6251,6205,6235.5,203.03,1264396.82
2018-08-13 06-PM,BTCUSD,6230.1,6251.4,6190.8,6238.1,175.64,1093575.17
2018-08-13 05-PM,BTCUSD,6283.8,6283.8,6142.5,6230.1,805.03,4991008.67
2018-08-13 04-PM,BTCUSD,6287.8,6325.6,6263.2,6283.8,236.55,1488583.94
2018-08-13 03-PM,BTCUSD,6379.5,6379.5,6222.8,6287.8,495.76,3126228.9
2018-08-13 02-PM,BTCUSD,6418.5,6437.8,6350,6379.5,567.42,3616513.82
2018-08-13 01-PM,BTCUSD,6447.8,6447.8,6362.1,6418.5,456.47,2922623.85
2018-08-13 12-PM,BTCUSD,6444.3,6474,6440.1,6447.8,165.92,1071277.34
2018-08-13 11-AM,BTCUSD,6463.9,6474.2,6431.7,6444.3,121.61,784368.86
2018-08-13 10-AM,BTCUSD,6458.5,6469,6435.1,6463.9,66.62,430117.75
2018-08-13 09-AM,BTCUSD,6470.1,6494.8,6436.4,6458.5,242.55,1569070.08
2018-08-13 08-AM,BTCUSD,6435.7,6544.7,6433.7,6470.1,587.91,3812278.94
2018-08-13 07-AM,BTCUSD,6415.4,6435.7,6399.9,6435.7,80.85,519256.42
2018-08-13 06-AM,BTCUSD,6336,6485.5,6319.9,6415.4,658.29,4219773.92
