timestamp,OPEN,HIGH,LOW,CLOSE,IGNORE
2018-10-01 07:29:00,0.88982,0.88985,0.88982,0.88985,0
2018-10-01 07:30:00,0.88982,0.88985,0.88982,0.88985,0
2018-10-01 07:31:00,0.88979,0.88981,0.88979,0.8898,0
2018-10-01 07:32:00,0.88981,0.88986,0.8897799999999999,0.88984,0
2018-10-01 07:33:00,0.88985,0.88986,0.88979,0.88982,0
2018-10-01 07:34:00,0.88984,0.88985,0.88982,0.88982,0
2018-10-01 07:35:00,0.88984,0.88984,0.8898299999999999,0.8898299999999999,0
2018-10-01 07:36:00,0.8898,0.88994,0.8898,0.88989,0
2018-10-01 07:37:00,0.8899100000000001,0.88997,0.88989,0.88994,0
2018-10-01 07:38:00,0.88997,0.8900299999999999,0.88997,0.8900299999999999,0
2018-10-01 07:39:00,0.8900399999999999,0.8900399999999999,0.8899799999999999,0.8899799999999999,0
2018-10-01 07:40:00,0.89,0.89,0.88987,0.88989,0
2018-10-01 07:41:00,0.8898799999999999,0.88992,0.88986,0.8898799999999999,0
2018-10-01 07:42:00,0.8899,0.8899100000000001,0.8898799999999999,0.8899100000000001,0
2018-10-01 07:43:00,0.88989,0.88995,0.8898799999999999,0.8899,0
2018-10-01 07:44:00,0.88989,0.8899,0.8898799999999999,0.88989,0
2018-10-01 07:45:00,0.8898799999999999,0.8899,0.8898799999999999,0.8899,0
2018-10-01 07:46:00,0.8899100000000001,0.8899600000000001,0.8899,0.8899,0
2018-10-01 07:47:00,0.8898799999999999,0.8899,0.8898799999999999,0.8899,0
2018-10-01 07:48:00,0.88989,0.88989,0.8898799999999999,0.88989,0
2018-10-01 07:49:00,0.8899,0.88995,0.8898799999999999,0.8899299999999999,0
2018-10-01 07:50:00,0.8899100000000001,0.88995,0.8899100000000001,0.8899299999999999,0
2018-10-01 07:51:00,0.8899,0.88999,0.8898799999999999,0.8899600000000001,0
2018-10-01 07:52:00,0.8899799999999999,0.8899799999999999,0.8899299999999999,0.88997,0
2018-10-01 07:53:00,0.8899600000000001,0.8900399999999999,0.8899600000000001,0.89002,0
2018-10-01 07:54:00,0.8899600000000001,0.8900399999999999,0.8899600000000001,0.89002,0
2018-10-01 07:55:00,0.89002,0.8900299999999999,0.8900100000000001,0.8900100000000001,0
2018-10-01 07:56:00,0.8900299999999999,0.8900399999999999,0.8900100000000001,0.8900299999999999,0
2018-10-01 07:57:00,0.8900100000000001,0.89002,0.8900100000000001,0.89002,0
2018-10-01 07:58:00,0.89,0.89023,0.89,0.8902200000000001,0
2018-10-01 07:59:00,0.8902200000000001,0.89023,0.89013,0.8902100000000001,0
2018-10-01 08:00:00,0.89023,0.8902700000000001,0.8901700000000001,0.8901700000000001,0
